"Command","Workflow"
"retrieve from context ac4g9o2","Classification"
"retrieve lnyo3fg65 from context","Classification"
"retrieve p7c from context","Classification"
"retrieve p7c from context dimension reduction using 518.719","Classification"
"retrieve xzo58v from context","Classification"
"show classifier class number","Classification"
"show classifier info","Classification"
"show classifier information","Classification"
"show classifier information","Classification"
"show classifier information summarize data","Classification"
"show classifier measurements test results classification threshold 742.444 of dahm7ip26g","Classification"
"show current pipeline value","Classification"
"show data all outliers","Classification"
"show data outliers","Classification"
"show line receiver operating characteristic curve graph for NPV","Classification"
"show line roc plot of accuracy","Classification"
"show line roc plot of accuracy calculate and show the variable importance estimates train an neural network classifier over 7fgpr8ado using 1.66399 percent of the available data calculate test results with the classification threshold 385.007 of mpc over the available test data give line roc curve chart with auroc remove the bottom outliers","Classification"
"show list line receiver operating characteristic curves graph with npv , TrueNegativeRate","Classification"
"show list line receiver operating characteristic plot","Classification"
"show list line roc curve chart","Classification"
"show list line roc curves chart over FDR","Classification"
"show list line roc graph","Classification"
"show list line roc graph test a classifier echo current value modify the logical variables into character","Classification"
"show outliers","Classification"
"show receiver operating characteristic curve list line chart","Classification"
"show receiver operating characteristic curve ListLinePlot over area under roc curve","Classification"
"show receiver operating characteristic graph with f1 together with fdr and SPC and fdr , and false negative rate","Classification"
"show roc curves list line graph","Classification"
"show roc list line graph using false negative rate","Classification"
"show roc list line plots of TPR","Classification"
"show summaries","Classification"
"show summaries","Classification"
"show summary","Classification"
"show summary","Classification"
"show summary","Classification"
"show summary","Classification"
"show the current context value of zcyd","Classification"
"show the current context value of zcyd find the data bottom outliers display summary give current context keys","Classification"
"show the data smallest outliers","Classification"
"show the outliers","Classification"
"show the pipeline context keys","Classification"
"show the pipeline context keys","Classification"
"show the pipeline context keys divide dataset using 6.38282 % for training data and 912.709 percent validation data , 82.8963 percent for validation together with 194.255 % for testing remove outliers make a ensemble of classifiers into 752.578 / 370.503","Classification"
"show validating data , validating data , and test together with test data and train data and training data summary","Classification"
"show validation data together with validating data and training data , test data together with train and train data data summary","Classification"
"split","Classification"
"split","Classification"
"split","Classification"
"split","Classification"
"split by 18.5905 % train","Classification"
"split data into 549.266 164.191 parts","Classification"
"split data into 685.102 / 102.005","Classification"
"split data into 919.482 400.699 ratio","Classification"
"split dataset","Classification"
"split the","Classification"
"split the","Classification"
"split the","Classification"
"split the","Classification"
"split the","Classification"
"split the data","Classification"
"split the dataset","Classification"
"split the dataset into 899.989 percent validation","Classification"
"split the dataset summarize the data","Classification"
"split the dataset using 61.738 665.017","Classification"
"split the into 100.413 percent train data","Classification"
